"REF_DATE","GEO","DGUID","Demographic characteristics","Sex","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Nova Scotia","2021A000212","South Asian","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664863","5.3.3.1.6","","F","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","Total income","Number of persons","Number","223","thousands","3","v1529664864","5.3.3.2.1","8","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","Total income","Percentage with income","Percent","239","units","0","v1529664865","5.3.3.2.2","97.7","B","","","1"
"2020","Nova Scotia","2021A000212","South Asian","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529664866","5.3.3.2.3","34600","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664867","5.3.3.2.4","35400","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529664868","5.3.3.2.5","30800","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664869","5.3.3.2.6","30800","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529664870","5.3.3.3.1","8","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529664871","5.3.3.3.2","97.7","B","","","1"
"2020","Nova Scotia","2021A000212","South Asian","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664872","5.3.3.3.3","32000","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664873","5.3.3.3.4","32800","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664874","5.3.3.3.5","30800","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664875","5.3.3.3.6","30800","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529664876","5.4.1.1.1","8","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529664877","5.4.1.1.2","87.4","C","","","1"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529664878","5.4.1.1.3","25700","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664879","5.4.1.1.4","29500","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529664880","5.4.1.1.5","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664881","5.4.1.1.6","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Total income","Number of persons","Number","223","thousands","3","v1529664882","5.4.1.2.1","8","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Total income","Percentage with income","Percent","239","units","0","v1529664883","5.4.1.2.2","94.4","C","","","1"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529664884","5.4.1.2.3","37400","D","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664885","5.4.1.2.4","39600","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529664886","5.4.1.2.5","29700","D","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664887","5.4.1.2.6","30700","D","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529664888","5.4.1.3.1","8","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529664889","5.4.1.3.2","94.4","C","","","1"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664890","5.4.1.3.3","33600","D","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664891","5.4.1.3.4","35600","D","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664892","5.4.1.3.5","29700","D","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664893","5.4.1.3.6","30300","D","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Market income","Number of persons","Number","223","thousands","3","v1529664894","5.4.2.1.1","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Market income","Percentage with income","Percent","239","units","0","v1529664895","5.4.2.1.2","","F","","","1"
"2020","Nova Scotia","2021A000212","Chinese","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529664896","5.4.2.1.3","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664897","5.4.2.1.4","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529664898","5.4.2.1.5","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664899","5.4.2.1.6","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Total income","Number of persons","Number","223","thousands","3","v1529664900","5.4.2.2.1","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Total income","Percentage with income","Percent","239","units","0","v1529664901","5.4.2.2.2","","F","","","1"
"2020","Nova Scotia","2021A000212","Chinese","Males","Total income","Average income","2023 constant dollars","449","units","0","v1529664902","5.4.2.2.3","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664903","5.4.2.2.4","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Total income","Median income","2023 constant dollars","449","units","0","v1529664904","5.4.2.2.5","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664905","5.4.2.2.6","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529664906","5.4.2.3.1","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529664907","5.4.2.3.2","","F","","","1"
"2020","Nova Scotia","2021A000212","Chinese","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664908","5.4.2.3.3","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664909","5.4.2.3.4","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664910","5.4.2.3.5","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664911","5.4.2.3.6","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Market income","Number of persons","Number","223","thousands","3","v1529664912","5.4.3.1.1","5","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Market income","Percentage with income","Percent","239","units","0","v1529664913","5.4.3.1.2","80.6","D","","","1"
"2020","Nova Scotia","2021A000212","Chinese","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529664914","5.4.3.1.3","20200","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664915","5.4.3.1.4","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529664916","5.4.3.1.5","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664917","5.4.3.1.6","","F","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Total income","Number of persons","Number","223","thousands","3","v1529664918","5.4.3.2.1","5","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Total income","Percentage with income","Percent","239","units","0","v1529664919","5.4.3.2.2","91.4","C","","","1"
"2020","Nova Scotia","2021A000212","Chinese","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529664920","5.4.3.2.3","33300","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664921","5.4.3.2.4","36500","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529664922","5.4.3.2.5","30700","D","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664923","5.4.3.2.6","31700","D","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529664924","5.4.3.3.1","5","E","","","0"
"2020","Nova Scotia","2021A000212","Chinese","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529664925","5.4.3.3.2","91.4","C","","","1"
