"REF_DATE","GEO","DGUID","Statistic","Household type","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Total expenditure","Dollars","81","units","0","v54530160","1.1.1.1","72075","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Total current consumption","Dollars","81","units","0","v54530161","1.1.1.2","54013","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Food expenditures","Dollars","81","units","0","v54530162","1.1.1.3","7850","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Food purchased from stores","Dollars","81","units","0","v54530163","1.1.1.4","5709","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Bakery products","Dollars","81","units","0","v64474289","1.1.1.43","581","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Cereal grains and cereal products","Dollars","81","units","0","v64474290","1.1.1.44","359","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Fruit, fruit preparations and nuts","Dollars","81","units","0","v64474291","1.1.1.45","713","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Vegetables and vegetable preparations","Dollars","81","units","0","v64474292","1.1.1.46","616","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Dairy products and eggs","Dollars","81","units","0","v64474293","1.1.1.47","899","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Meat","Dollars","81","units","0","v64474294","1.1.1.48","1027","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Fish and seafood","Dollars","81","units","0","v64474295","1.1.1.49","199","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Non-alcoholic beverages and other food products","Dollars","81","units","0","v64474296","1.1.1.50","1315","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Food purchased from restaurants","Dollars","81","units","0","v54530164","1.1.1.5","2141","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Restaurant meals","Dollars","81","units","0","v64474297","1.1.1.51","1885","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Restaurant snacks and beverages","Dollars","81","units","0","v64474298","1.1.1.52","256","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Shelter","Dollars","81","units","0","v54530165","1.1.1.6","15020","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","13586","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","3088","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Rent","Dollars","81","units","0","v64474299","1.1.1.53","3001","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Tenants' repairs and improvements","Dollars","81","units","0","v64474300","1.1.1.54","33","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Tenants' insurance premiums","Dollars","81","units","0","v64474301","1.1.1.55","46","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Parking at rented living quarters (excluding amounts reported with rent)","Dollars","81","units","0","v64474302","1.1.1.56","8","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","8259","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Mortgage paid for owned living quarters","Dollars","81","units","0","v64474303","1.1.1.57","4699","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Repairs and maintenance for owned living quarters","Dollars","81","units","0","v64474304","1.1.1.58","383","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Condominium fees for owned living quarters","Dollars","81","units","0","v64474305","1.1.1.59","254","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Property and school taxes for owned living quarters","Dollars","81","units","0","v64474306","1.1.1.60","1738","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Homeowners' insurance premiums for owned living quarters","Dollars","81","units","0","v64474307","1.1.1.61","541","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other expenditures for owned living quarters","Dollars","81","units","0","v64474308","1.1.1.62","644","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Commissions for sale of real estate owned by the household","Dollars","81","units","0","v64474309","1.1.1.63","256","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Legal fees related to owned living quarters","Dollars","81","units","0","v64474310","1.1.1.64","68","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Mortgage insurance premiums for owned living quarters","Dollars","81","units","0","v64474311","1.1.1.65","93","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Registration fees, renewal fees and early renewal or closing penalties for owned living quarters","Dollars","81","units","0","v64474312","1.1.1.67","46","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Transfer taxes and land registration fees for owned living quarters","Dollars","81","units","0","v64474313","1.1.1.68","153","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","All other expenses related to owned living quarters (excluding repairs and maintenance)","Dollars","81","units","0","v64474314","1.1.1.316","29","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2240","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Water and sewage for principal accommodation","Dollars","81","units","0","v64474315","1.1.1.69","301","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Electricity for principal accommodation","Dollars","81","units","0","v64474316","1.1.1.70","1202","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Natural gas for principal accommodation","Dollars","81","units","0","v64474317","1.1.1.71","557","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other fuel for principal accommodation","Dollars","81","units","0","v64474318","1.1.1.72","179","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1433","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Owned secondary residences","Dollars","81","units","0","v64474319","1.1.1.73","717","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Mortgage paid for owned secondary residences","Dollars","81","units","0","v64474320","1.1.1.74","264","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Property and school taxes, water and sewage charges for owned secondary residences","Dollars","81","units","0","v105964443","1.1.1.318","","..","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Property taxes and sewage charges for owned secondary residences","Dollars","81","units","0","v64474321","1.1.1.75","153","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Insurance premiums for owned secondary residences","Dollars","81","units","0","v64474322","1.1.1.76","49","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Electricity and fuel (e.g. natural gas and wood) for owned secondary residences","Dollars","81","units","0","v105964444","1.1.1.319","","..","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Electricity, water and fuel for owned secondary residences","Dollars","81","units","0","v64474323","1.1.1.77","68","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences","Dollars","81","units","0","v105964445","1.1.1.320","","..","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other expenses for owned secondary residences","Dollars","81","units","0","v64474324","1.1.1.78","183","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other owned properties","Dollars","81","units","0","v64474325","1.1.1.79","284","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Accommodation away from home","Dollars","81","units","0","v64474326","1.1.1.80","432","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Hotels and motels","Dollars","81","units","0","v64474327","1.1.1.81","322","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation away from home","Dollars","81","units","0","v64474328","1.1.1.82","110","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","3887","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","1742","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Telephone","Dollars","81","units","0","v64474329","1.1.1.83","1301","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Landline telephone services","Dollars","81","units","0","v64474330","1.1.1.84","512","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Cell phone and pager services","Dollars","81","units","0","v64474331","1.1.1.85","731","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Purchase of telephones and equipment","Dollars","81","units","0","v64474332","1.1.1.86","57","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Internet access services","Dollars","81","units","0","v64474333","1.1.1.87","388","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Digital services","Dollars","81","units","0","v64474334","1.1.1.88","7","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Postal, courier and other communication services","Dollars","81","units","0","v64474335","1.1.1.89","46","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Domestic and other custodial services (excluding child care)","Dollars","81","units","0","v64474336","1.1.1.90","257","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Pet expenses","Dollars","81","units","0","v64474337","1.1.1.91","482","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Pet food","Dollars","81","units","0","v64474338","1.1.1.92","231","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Purchase of pets and pet-related goods","Dollars","81","units","0","v64474339","1.1.1.93","98","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Veterinarian and other services","Dollars","81","units","0","v64474340","1.1.1.94","153","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household cleaning supplies and equipment","Dollars","81","units","0","v64474341","1.1.1.95","232","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Detergent and other soaps","Dollars","81","units","0","v64474342","1.1.1.96","104","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Cleaning equipment (non-electric)","Dollars","81","units","0","v64474344","1.1.1.98","21","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other household cleaning supplies","Dollars","81","units","0","v64474343","1.1.1.97","107","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Paper, plastic and foil supplies","Dollars","81","units","0","v64474345","1.1.1.99","344","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Stationery (excluding school supplies)","Dollars","81","units","0","v64474346","1.1.1.100","125","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other paper supplies","Dollars","81","units","0","v64474347","1.1.1.101","160","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Plastic and foil supplies","Dollars","81","units","0","v64474348","1.1.1.102","59","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Garden supplies and services","Dollars","81","units","0","v64474349","1.1.1.103","281","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds","Dollars","81","units","0","v64474350","1.1.1.104","155","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners","Dollars","81","units","0","v64474351","1.1.1.105","58","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Groundskeeping services, snow and garbage removal","Dollars","81","units","0","v64474352","1.1.1.106","68","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other household supplies","Dollars","81","units","0","v64474353","1.1.1.107","102","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Child care","Dollars","81","units","0","v64474354","1.1.1.108","447","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Child care outside the home","Dollars","81","units","0","v64474355","1.1.1.109","325","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Child care in the home (regular and occasional)","Dollars","81","units","0","v64474356","1.1.1.110","122","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","1972","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","896","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Furniture","Dollars","81","units","0","v64474357","1.1.1.111","576","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Rugs, mats and underpadding","Dollars","81","units","0","v64474358","1.1.1.112","32","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Art, antiques and decorative ware","Dollars","81","units","0","v64474359","1.1.1.113","63","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Linens","Dollars","81","units","0","v64474360","1.1.1.114","87","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other household furnishings (curtains, mirrors and picture frames)","Dollars","81","units","0","v64474361","1.1.1.115","139","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","944","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","415","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Refrigerators and freezers","Dollars","81","units","0","v64474362","1.1.1.116","100","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Microwave ovens","Dollars","81","units","0","v64474363","1.1.1.117","14","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Cooking appliances","Dollars","81","units","0","v64474364","1.1.1.118","65","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Washers and dryers","Dollars","81","units","0","v64474365","1.1.1.119","90","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Dishwashers","Dollars","81","units","0","v64474366","1.1.1.120","32","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Room air conditioners, portable humidifiers and dehumidifiers","Dollars","81","units","0","v64474367","1.1.1.121","23","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other electric equipment and appliances (including parts and attachments)","Dollars","81","units","0","v64474368","1.1.1.122","92","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other household equipment","Dollars","81","units","0","v64474369","1.1.1.123","529","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Home and workshop tools and equipment","Dollars","81","units","0","v64474370","1.1.1.124","66","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Lawn, garden and snow-removal equipment and tools","Dollars","81","units","0","v64474371","1.1.1.125","83","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Non-electric kitchen and cooking equipment","Dollars","81","units","0","v64474372","1.1.1.126","144","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other household equipment, parts and accessories","Dollars","81","units","0","v64474373","1.1.1.127","236","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Maintenance, rental, repairs and services related to household furnishings and equipment","Dollars","81","units","0","v64474374","1.1.1.128","60","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Services related to household furnishings and equipment","Dollars","81","units","0","v64474375","1.1.1.129","71","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Rental of heating equipment","Dollars","81","units","0","v64474376","1.1.1.130","33","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Home security services","Dollars","81","units","0","v64474377","1.1.1.131","38","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3467","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Women's and girls' wear (women and girls aged 4 years and over)","Dollars","81","units","0","v64474378","1.1.1.132","1748","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Clothing (women and girls aged 4 years and over)","Dollars","81","units","0","v64474379","1.1.1.133","1169","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Footwear (women and girls aged 4 years and over)","Dollars","81","units","0","v64474380","1.1.1.134","344","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Athletic footwear (women and girls aged 4 years and over)","Dollars","81","units","0","v64474381","1.1.1.135","105","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other footwear (women and girls aged 4 years and over)","Dollars","81","units","0","v64474382","1.1.1.136","240","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Accessories (women and girls aged 4 years and over)","Dollars","81","units","0","v64474383","1.1.1.137","101","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Watches and jewellery (women and girls aged 4 years and over)","Dollars","81","units","0","v64474384","1.1.1.138","135","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Watches (women and girls aged 4 years and over)","Dollars","81","units","0","v64474385","1.1.1.139","17","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Jewellery (women and girls aged 4 years and over)","Dollars","81","units","0","v64474386","1.1.1.140","117","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Men's and boys' wear (men and boys aged 4 years and over)","Dollars","81","units","0","v64474387","1.1.1.141","1118","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Clothing (men and boys aged 4 years and over)","Dollars","81","units","0","v64474388","1.1.1.142","772","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Footwear (men and boys aged 4 years and over)","Dollars","81","units","0","v64474389","1.1.1.143","246","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Athletic footwear (men and boys aged 4 years and over)","Dollars","81","units","0","v64474390","1.1.1.144","125","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other footwear (men and boys aged 4 years and over)","Dollars","81","units","0","v64474391","1.1.1.145","121","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Accessories (men and boys aged 4 years and over)","Dollars","81","units","0","v64474392","1.1.1.146","43","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Watches and jewellery (men and boys aged 4 years and over)","Dollars","81","units","0","v64474393","1.1.1.147","56","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Watches (men and boys aged 4 years and over)","Dollars","81","units","0","v64474394","1.1.1.148","23","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Jewellery (men and boys aged 4 years and over)","Dollars","81","units","0","v64474395","1.1.1.149","33","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Children's wear (children under 4 years)","Dollars","81","units","0","v64474396","1.1.1.150","69","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and cloth diapers (children under 4 years)","Dollars","81","units","0","v64474397","1.1.1.151","58","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Footwear (children under 4 years)","Dollars","81","units","0","v64474398","1.1.1.152","12","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Gifts of clothing for non-household members","Dollars","81","units","0","v64474399","1.1.1.153","453","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Clothing material, yarn, thread and other notions","Dollars","81","units","0","v64474400","1.1.1.154","26","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Clothing services","Dollars","81","units","0","v64474401","1.1.1.155","54","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Laundry and dry-cleaning services","Dollars","81","units","0","v64474402","1.1.1.156","28","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Laundromats and self-service dry cleaning","Dollars","81","units","0","v64474403","1.1.1.157","3","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Services for clothing, footwear and jewellery","Dollars","81","units","0","v64474404","1.1.1.158","23","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","11156","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","10097","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Private use automobiles, vans and trucks","Dollars","81","units","0","v64474405","1.1.1.159","5076","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Purchase of automobiles, vans and trucks","Dollars","81","units","0","v64474406","1.1.1.160","4518","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Automobiles (purchase)","Dollars","81","units","0","v64474407","1.1.1.161","2407","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Vans (including mini-vans, purchase)","Dollars","81","units","0","v64474408","1.1.1.162","360","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Trucks (including sport utility vehicles, purchase)","Dollars","81","units","0","v64474409","1.1.1.163","1750","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Accessories for automobiles, vans and trucks","Dollars","81","units","0","v64474410","1.1.1.164","21","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Fees for leased automobiles, vans and trucks","Dollars","81","units","0","v64474411","1.1.1.165","537","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Regular fees for leased automobiles, vans and trucks","Dollars","81","units","0","v64474412","1.1.1.166","498","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Regular fees for leased automobiles","Dollars","81","units","0","v64474413","1.1.1.167","313","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Regular fees for leased vans and trucks","Dollars","81","units","0","v64474414","1.1.1.168","186","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other costs for leased automobiles, vans and trucks (include down payment and closing costs)","Dollars","81","units","0","v64474415","1.1.1.169","38","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Rented automobiles, vans and trucks","Dollars","81","units","0","v64474416","1.1.1.170","54","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Automobile, van and truck operations","Dollars","81","units","0","v64474417","1.1.1.171","4967","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Registration fees for automobiles, vans and trucks (including insurance if part of registration)","Dollars","81","units","0","v64474418","1.1.1.172","407","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Private and public vehicle insurance premiums","Dollars","81","units","0","v64474419","1.1.1.173","1260","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Tires, batteries, and other parts and supplies for vehicles","Dollars","81","units","0","v64474420","1.1.1.174","340","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Maintenance and repairs of vehicles","Dollars","81","units","0","v64474421","1.1.1.175","497","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Vehicle security and communication services","Dollars","81","units","0","v64474422","1.1.1.176","13","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Gas and other fuels (all vehicles and tools)","Dollars","81","units","0","v64474423","1.1.1.177","2108","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Parking (excluding parking fees included in rent and traffic and parking tickets)","Dollars","81","units","0","v64474425","1.1.1.179","225","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other automobile, van and truck operation services","Dollars","81","units","0","v64474424","1.1.1.178","42","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Drivers' licences and tests, and driving lessons","Dollars","81","units","0","v64474426","1.1.1.180","76","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Drivers' licences and tests","Dollars","81","units","0","v64474427","1.1.1.181","54","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Driving lessons","Dollars","81","units","0","v64474428","1.1.1.182","22","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1060","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","City or commuter bus, subway, streetcar and commuter train","Dollars","81","units","0","v64474429","1.1.1.183","247","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Taxi (including tips)","Dollars","81","units","0","v64474430","1.1.1.184","78","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other local passenger transportation","Dollars","81","units","0","v64474431","1.1.1.185","15","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Airplane","Dollars","81","units","0","v64474432","1.1.1.186","605","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Inter-city bus","Dollars","81","units","0","v64474433","1.1.1.187","11","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other inter-city passenger transportation services","Dollars","81","units","0","v64474434","1.1.1.188","31","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household moving, storage and delivery services","Dollars","81","units","0","v64474435","1.1.1.189","73","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2237","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1655","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Prescribed medicines and pharmaceutical products","Dollars","81","units","0","v64474436","1.1.1.190","494","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Non-prescribed medicines, pharmaceutical products, health care supplies and equipment","Dollars","81","units","0","v64474437","1.1.1.191","402","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Health care services","Dollars","81","units","0","v64474438","1.1.1.192","194","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Health care practitioners (excluding general practitioners and specialists)","Dollars","81","units","0","v64474439","1.1.1.193","106","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Health care by general practitioners and specialists","Dollars","81","units","0","v64474440","1.1.1.194","22","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Weight control programs, smoking cessation programs and other medical services","Dollars","81","units","0","v64474441","1.1.1.195","28","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Hospital care, nursing homes and other residential care facilities","Dollars","81","units","0","v64474442","1.1.1.196","37","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Eye-care goods and services","Dollars","81","units","0","v64474443","1.1.1.197","206","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Prescription eye wear","Dollars","81","units","0","v64474444","1.1.1.198","141","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Non-prescription eye wear and other eye-care goods","Dollars","81","units","0","v64474445","1.1.1.199","21","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Eye-care services (e.g. surgery, exams)","Dollars","81","units","0","v64474446","1.1.1.200","43","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Dental services","Dollars","81","units","0","v64474447","1.1.1.201","359","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Health insurance premiums","Dollars","81","units","0","v54530187","1.1.1.28","583","","","t","0"
